care_site_id,care_site_name,place_of_service_concept_id,location_id,care_site_source_value,place_of_service_source_value
48386,,8940,,684613956, 
48401,,8940,,596519464, 
48417,,8940,,098680379, 
48432,,8940,,510445892, 
48451,,8940,,138497301, 
48465,,8940,,066658673, 
48481,,8940,,656758437, 
48498,,8940,,263512520, 
48515,,8940,,921620741, 
48530,,8940,,861276704, 
48548,,8940,,935866780, 
48562,,8940,,150143463, 
48579,,8940,,913838288, 
48598,,8940,,912958714, 
48613,,8940,,383053540, 
48628,,8940,,047257548, 
48644,,8940,,075914241, 
48659,,8940,,955631955, 
48677,,8940,,053750909, 
48693,,8940,,022988458, 
48708,,8940,,574535086, 
48724,,8940,,235951407, 
48739,,8940,,041890979, 
48758,,8940,,525600733, 
48773,,8940,,622407123, 
48788,,8940,,330146473, 
48806,,8940,,052327770, 
48819,,8940,,306025471, 
48837,,8940,,643198874, 
48853,,8940,,783420735, 
48868,,8940,,640049832, 
48883,,8940,,515705564, 
48900,,8940,,835922996, 
48918,,8940,,217747741, 
48931,,8940,,842631882, 
48950,,8940,,918067029, 
48963,,8940,,444289671, 
48979,,8940,,444742077, 
48999,,8940,,871509872, 
49014,,8940,,328060259, 
49027,,8940,,849263519, 
49044,,8940,,144932603, 
49062,,8940,,639200071, 
49078,,8940,,765204069, 
49092,,8940,,255653470, 
49106,,8940,,981922535, 
49125,,8940,,782161522, 
49142,,8940,,846627730, 
49158,,8940,,536394848, 
49174,,8940,,199381866, 
49188,,8940,,842148952, 
49203,,8940,,101411706, 
49223,,8940,,568381204, 
49236,,8756,,4513GV,Outpatient Facility
49252,,8940,,851322656, 
49266,,8940,,519238991, 
49284,,8940,,911980613, 
49299,,8940,,977088586, 
49317,,8940,,790656268, 
49331,,8940,,665454754, 
49347,,8717,,1030VK,Inpatient Facility
49366,,8940,,008440900, 
49381,,8940,,490366798, 
49396,,8940,,380935619, 
49413,,8940,,424184166, 
49428,,8940,,510792739, 
49444,,8940,,703989901, 
49458,,8940,,869960858, 
49476,,8940,,508921735, 
49491,,8940,,116341858, 
49509,,8940,,432428062, 
49524,,8940,,707061268, 
49538,,8940,,691587549, 
49555,,8940,,013428657, 
49572,,8940,,685112184, 
49587,,8940,,306641228, 
49605,,8940,,342114365, 
49619,,8756,,1538WN,Outpatient Facility
49636,,8940,,441020537, 
49651,,8940,,993255591, 
49669,,8940,,608581904, 
49687,,8940,,468729467, 
49701,,8940,,895462540, 
49717,,8940,,466212835, 
49732,,8940,,342098252, 
49750,,8940,,273290870, 
49764,,8940,,241273291, 
49780,,8756,,1600HA,Outpatient Facility
49799,,8940,,840714426, 
49813,,8940,,115010332, 
49829,,8940,,728809405, 
49845,,8756,,0505JV,Outpatient Facility
49862,,8940,,001840914, 
49877,,8940,,187141680, 
49894,,8940,,804081930, 
49907,,8940,,550538132, 
49924,,8940,,974637089, 
49943,,8940,,728267115, 
49957,,8940,,117379099, 
49973,,8940,,351100751, 
49989,,8940,,042504585, 
50003,,8940,,384021140, 
50018,,8940,,398280255, 
50035,,8940,,196633848, 
50051,,8940,,921679411, 
50069,,8940,,649702273, 
50084,,8940,,782611188, 
50103,,8940,,631840834, 
50117,,8940,,974900042, 
50133,,8940,,840742944, 
50148,,8940,,934242469, 
50166,,8940,,948531594, 
50180,,8940,,054760014, 
50195,,8940,,838603691, 
50213,,8940,,373407216, 
50229,,8940,,786152505, 
50246,,8940,,180938880, 
50259,,8940,,336265395, 
50277,,8940,,474859066, 
50295,,8940,,651787694, 
50311,,8940,,212166709, 
50325,,8940,,127401426, 
50338,,8940,,234905206, 
50355,,8940,,346870643, 
50371,,8940,,774193017, 
50389,,8940,,196197708, 
50407,,8940,,713661931, 
50417,,8940,,562009948, 
50435,,8940,,617019960, 
50451,,8940,,537359392, 
50469,,8940,,349733270, 
50485,,8940,,961746807, 
50502,,8940,,152899308, 
50517,,8940,,269381785, 
50534,,8940,,457066996, 
50550,,8940,,367405271, 
50565,,8940,,437210833, 
50579,,8940,,846558829, 
50595,,8940,,845797128, 
50610,,8940,,226531677, 
50628,,8940,,340387761, 
50642,,8940,,046125980, 
50660,,8940,,281024079, 
50676,,8940,,940485608, 
50690,,8940,,306181621, 
50707,,8940,,099080960, 
50724,,8940,,329782313, 
50739,,8940,,301644202, 
50758,,8940,,569660760, 
50775,,8940,,128969830, 
50788,,8940,,373826712, 
50804,,8940,,706017746, 
50819,,8940,,071877745, 
50838,,8940,,562949525, 
50851,,8940,,680638710, 
50869,,8940,,612123368, 
50886,,8940,,919027288, 
50902,,8940,,216451616, 
50917,,8940,,774274758, 
50934,,8940,,216084458, 
50949,,8940,,702053232, 
50965,,8940,,209735918, 
50981,,8756,,1025SJ,Outpatient Facility
50996,,8940,,186910198, 
51011,,8940,,818231821, 
51028,,8940,,185967979, 
51044,,8940,,897805329, 
51060,,8940,,569228424, 
51077,,8940,,060557056, 
51095,,8940,,482372875, 
51111,,8940,,688806580, 
51126,,8940,,001551219, 
51141,,8940,,632983148, 
51154,,8940,,162520886, 
51172,,8940,,598355470, 
51188,,8940,,521890818, 
51203,,8940,,810982755, 
51223,,8940,,339976266, 
51235,,8940,,997623599, 
51253,,8940,,932226299, 
51268,,8940,,117229563, 
51286,,8940,,279840243, 
51300,,8940,,567281012, 
51318,,8940,,835001090, 
51335,,8940,,651925012, 
51348,,8940,,072249848, 
51364,,8940,,682586682, 
51379,,8940,,334383539, 
51395,,8940,,301396852, 
51414,,8940,,533815499, 
51430,,8940,,881091573, 
51446,,8940,,498997578, 
51463,,8940,,600344099, 
51476,,8940,,666594177, 
51494,,8940,,481268800, 
51509,,8940,,219179352, 
51524,,8940,,912666255, 
51540,,8940,,422368692, 
51556,,8756,,1900NV,Outpatient Facility
51573,,8940,,804605134, 
51589,,8940,,807467659, 
51603,,8940,,469501200, 
51619,,8940,,805290565, 
51638,,8940,,812206460, 
51652,,8940,,017818607, 
51670,,8940,,118365928, 
51684,,8940,,047578160, 
51700,,8940,,341828108, 
51717,,8756,,4901VT,Outpatient Facility
51734,,8940,,845977467, 
51748,,8940,,972981820, 
51766,,8940,,664651620, 
51782,,8940,,175018801, 
51796,,8940,,933356927, 
51814,,8940,,556532513, 
51827,,8940,,669146243, 
51846,,8940,,815193614, 
51861,,8940,,573004051, 
51875,,8940,,802429051, 
51892,,8940,,512141423, 
51909,,8940,,049830129, 
51926,,8940,,242913069, 
51941,,8940,,961330482, 
51958,,8940,,760670052, 
51973,,8940,,822741533, 
51988,,8940,,020708485, 
52004,,8940,,943892147, 
52020,,8940,,591054663, 
52037,,8940,,706230986, 
52052,,8940,,229694959, 
52066,,8940,,835076361, 
52086,,8940,,099937805, 
52103,,8940,,865748130, 
52118,,8940,,001789304, 
52133,,8940,,350001191, 
52149,,8756,,0504HM,Outpatient Facility
52163,,8940,,601054274, 
52178,,8940,,380848517, 
52196,,8940,,330923873, 
52212,,8940,,293451214, 
52228,,8940,,238805043, 
52245,,8940,,924409107, 
52260,,8940,,105201396, 
52277,,8940,,517323380, 
52294,,8940,,441624788, 
52308,,8940,,505700492, 
52325,,8940,,438578930, 
52341,,8940,,122093482, 
52356,,8940,,662881149, 
52372,,8940,,796144265, 
52389,,8940,,199313593, 
52403,,8940,,530932162, 
52421,,8940,,493081453, 
52439,,8940,,703956762, 
52450,,8940,,367435023, 
52469,,8940,,027413123, 
52487,,8940,,572955161, 
52500,,8940,,871494087, 
52516,,8940,,636846158, 
52532,,8940,,580497659, 
52548,,8940,,700699159, 
52563,,8940,,007687280, 
52581,,8756,,5000GJ,Outpatient Facility
52596,,8940,,888442317, 
52611,,8940,,035469540, 
52628,,8940,,570474229, 
52646,,8940,,901567431, 
52661,,8940,,789218582, 
52676,,8940,,128681276, 
52691,,8940,,776029362, 
52709,,8940,,641367432, 
52726,,8940,,862513285, 
52742,,8940,,553769382, 
52758,,8940,,527380495, 
52773,,8940,,273325896, 
52787,,8940,,939017131, 
52804,,8940,,594679457, 
52822,,8717,,4506SU,Inpatient Facility
52836,,8756,,0300PH,Outpatient Facility
52850,,8717,,0101MM,Inpatient Facility
52869,,8940,,291893174, 
52886,,8940,,947546367, 
52900,,8756,,1339CS,Outpatient Facility
52918,,8940,,209549222, 
52930,,8940,,378345754, 
52950,,8940,,112247055, 
52963,,8940,,386924404, 
52979,,8940,,524233108, 
52998,,8940,,310772790, 
53013,,8940,,917113179, 
53026,,8940,,391868120, 
53045,,8756,,3326HA,Outpatient Facility
53061,,8940,,900251918, 
53074,,8940,,784814218, 
53093,,8940,,721778113, 
53110,,8940,,692415127, 
53123,,8940,,219304950, 
53143,,8940,,087951141, 
53158,,8940,,147694680, 
53173,,8940,,360396681, 
53186,,8940,,876272128, 
53206,,8940,,089750681, 
53219,,8940,,013712358, 
53236,,8940,,989163016, 
53252,,8940,,641140108, 
53271,,8940,,079954154, 
53285,,8940,,596785289, 
53300,,8756,,4439CV,Outpatient Facility
53317,,8756,,2200CB,Outpatient Facility
53332,,8940,,097359646, 
53348,,8940,,613181607, 
53365,,8940,,879811158, 
53382,,8940,,029841413, 
53398,,8940,,653817981, 
53412,,8940,,673351907, 
53430,,8940,,362635727, 
53444,,8940,,305187885, 
53461,,8940,,073287739, 
53476,,8940,,831004784, 
53493,,8940,,323322665, 
53508,,8940,,740538256, 
53524,,8940,,682622510, 
53542,,8940,,203650616, 
53557,,8940,,229065162, 
53573,,8940,,483159130, 
53589,,8940,,579613694, 
53602,,8940,,035417415, 
53618,,8940,,682752677, 
53638,,8940,,240245826, 
53653,,8940,,300413491, 
53670,,8940,,136285677, 
53685,,8940,,183271530, 
53701,,8940,,338951357, 
53717,,8940,,695449465, 
53730,,8940,,470752025, 
53750,,8940,,434653786, 
53763,,8940,,940933967, 
53782,,8940,,540547696, 
53797,,8940,,671660627, 
53813,,8940,,712649546, 
53829,,8940,,472637093, 
53845,,8940,,927018454, 
53861,,8940,,545419938, 
53877,,8940,,925461696, 
53892,,8940,,011843286, 
53907,,8940,,810748890, 
53924,,8940,,541852260, 
53941,,8940,,628053108, 
53955,,8940,,045767368, 
53970,,8940,,805177174, 
53990,,8940,,637687371, 
54007,,8940,,932844803, 
54021,,8940,,813583688, 
54035,,8940,,753910189, 
54054,,8940,,230151541, 
54068,,8940,,606667067, 
54086,,8940,,903353605, 
54101,,8940,,385592850, 
54115,,8940,,241189213, 
54133,,8940,,335667176, 
54147,,8940,,100279981, 
54166,,8756,,1500XM,Outpatient Facility
54181,,8940,,295745068, 
54195,,8940,,930712034, 
54210,,8940,,104890192, 
54230,,8940,,909934515, 
54247,,8940,,270816974, 
54261,,8940,,858934805, 
54277,,8940,,826853226, 
54293,,8940,,350376102, 
54307,,8756,,5200UA,Outpatient Facility
54325,,8940,,578347004, 
54342,,8940,,017388316, 
54353,,8940,,457174569, 
54373,,8940,,038264453, 
54389,,8940,,443329296, 
54403,,8940,,272212722, 
54421,,8940,,781317797, 
54434,,8940,,935930321, 
54454,,8940,,827776821, 
54470,,8940,,306530485, 
54484,,8940,,519176251, 
54500,,8940,,799033313, 
54516,,8940,,205860857, 
54531,,8940,,683877424, 
54546,,8940,,642478057, 
54566,,8940,,603529293, 
54581,,8940,,806879087, 
54597,,8940,,027405808, 
54610,,8940,,359345519, 
54626,,8940,,063373725, 
54644,,8940,,862495345, 
54658,,8940,,003776961, 
54676,,8940,,188831969, 
54694,,8940,,913115861, 
54708,,8940,,104319950, 
54725,,8940,,816004680, 
54742,,8940,,583669383, 
54755,,8940,,718287999, 
54769,,8940,,179026558, 
54791,,8940,,645491571, 
54804,,8940,,035933129, 
54821,,8940,,547029340, 
54836,,8940,,906375141, 
54853,,8940,,899808261, 
54868,,8940,,553264309, 
54881,,8940,,507617380, 
54900,,8940,,657281645, 
54915,,8940,,305934565, 
54935,,8940,,768802780, 
54949,,8940,,548667874, 
54966,,8940,,364358307, 
54980,,8940,,713875048, 
54998,,8940,,086601781, 
55011,,8940,,272640387, 
55028,,8940,,042812032, 
55045,,8940,,482218436, 
55061,,8940,,554629391, 
55077,,8940,,345737085, 
55090,,8940,,493331532, 
55111,,8756,,45258A,Outpatient Facility
55124,,8940,,399499213, 
55139,,8940,,808369226, 
55157,,8940,,178900638, 
55174,,8940,,695210620, 
55188,,8940,,663329263, 
55205,,8940,,873867944, 
55219,,8940,,661149919, 
55238,,8940,,864594823, 
55255,,8940,,682636096, 
55270,,8940,,197133046, 
55285,,8940,,082784163, 
55301,,8940,,218856641, 
55319,,8756,,0200KH,Outpatient Facility
55333,,8940,,653640207, 
55350,,8940,,501396095, 
55364,,8756,,4200JM,Outpatient Facility
55382,,8940,,288422264, 
55397,,8940,,268406752, 
55413,,8940,,895001019, 
55429,,8940,,877413185, 
55444,,8940,,735502314, 
55460,,8940,,068146613, 
55478,,8940,,270183140, 
55492,,8940,,731830055, 
55510,,8940,,109809537, 
55524,,8940,,117462850, 
55541,,8940,,296747552, 
55559,,8940,,358527473, 
55573,,8940,,427977401, 
55587,,8940,,173448547, 
55606,,8940,,663288780, 
55621,,8940,,160256055, 
55638,,8940,,886833397, 
55654,,8940,,138935707, 
55671,,8940,,944746233, 
55684,,8940,,792830840, 
55700,,8940,,944103150, 
55718,,8940,,243517309, 
55732,,8940,,421355305, 
55749,,8940,,662882850, 
55765,,8940,,111294079, 
55781,,8940,,098371183, 
55797,,8756,,1701TU,Outpatient Facility
55811,,8940,,243152140, 
55829,,8940,,989581787, 
55844,,8940,,052204675, 
55861,,8940,,085232824, 
55874,,8940,,607775934, 
55893,,8940,,170202439, 
55907,,8940,,804088424, 
55924,,8940,,627597917, 
55940,,8940,,103980907, 
55957,,8940,,007934055, 
55975,,8940,,553523333, 
55990,,8940,,619460030, 
56003,,8756,,2713VK,Outpatient Facility
56021,,8940,,165832474, 
56037,,8940,,439644573, 
56050,,8940,,242743848, 
56068,,8940,,518157357, 
56082,,8940,,376909703, 
56101,,8940,,408018343, 
56117,,8940,,504390027, 
56134,,8940,,763859772, 
56150,,8940,,904667481, 
56163,,8940,,473525373, 
56180,,8940,,315844571, 
56197,,8940,,579852804, 
56213,,8940,,707634499, 
56228,,8940,,852890478, 
56245,,8940,,935070255, 
56262,,8940,,571026980, 
56278,,8940,,678680298, 
56293,,8940,,291667935, 
56310,,8940,,376271885, 
56326,,8940,,358427258, 
56341,,8940,,699404380, 
56357,,8756,,4513HQ,Outpatient Facility
56374,,8940,,956054280, 
56388,,8940,,290545752, 
56406,,8940,,400300112, 
56419,,8940,,987224621, 
56434,,8940,,704535340, 
56450,,8940,,164829981, 
56468,,8940,,563444633, 
56484,,8940,,279083308, 
56500,,8940,,432698345, 
56518,,8940,,308441199, 
56532,,8940,,880990007, 
56549,,8940,,651086785, 
56565,,8940,,059035198, 
56580,,8940,,119037551, 
56596,,8940,,083628522, 
56613,,8940,,610533813, 
56628,,8940,,028337223, 
56643,,8940,,050715672, 
56660,,8940,,437733165, 
56678,,8940,,722212971, 
56693,,8940,,200443010, 
56709,,8940,,909343479, 
56726,,8940,,916045751, 
56739,,8940,,947515467, 
56757,,8940,,721897189, 
56771,,8940,,207327940, 
56788,,8940,,259104356, 
56803,,8940,,988846617, 
56821,,8940,,092318234, 
56835,,8940,,294564097, 
56853,,8940,,506459410, 
56869,,8940,,297618373, 
56883,,8940,,334702522, 
56899,,8940,,018976579, 
56915,,8756,,1713GQ,Outpatient Facility
56931,,8940,,328681960, 
56948,,8940,,335504202, 
56965,,8940,,968460596, 
56979,,8940,,281520283, 
56998,,8940,,689076218, 
57012,,8940,,370853218, 
57027,,8940,,859518569, 
57045,,8940,,381056669, 
57063,,8940,,676696050, 
57076,,8940,,931336722, 
57093,,8940,,686566925, 
57108,,8940,,043059875, 
57126,,8940,,575569918, 
57142,,8940,,431924389, 
57154,,8940,,573325274, 
57176,,8940,,093269150, 
57185,,8940,,743055515, 
57207,,8940,,142835953, 
57220,,8940,,259476372, 
57238,,8940,,816030880, 
57254,,8940,,398412219, 
57268,,8940,,985432493, 
57284,,8940,,997411347, 
57300,,8940,,593853526, 
57319,,8940,,159073467, 
57332,,8940,,266497194, 
57348,,8940,,836047891, 
57363,,8940,,959734408, 
57379,,8940,,314906736, 
57396,,8940,,765164092, 
57412,,8717,,4503KR,Inpatient Facility
57429,,8940,,362846667, 
57446,,8940,,915352639, 
57459,,8940,,321024862, 
57477,,8940,,124940699, 
57494,,8940,,108101380, 
57508,,8940,,041792902, 
57523,,8940,,891101973, 
57542,,8940,,208079913, 
57556,,8940,,028643100, 
57571,,8940,,194592771, 
57589,,8940,,539284617, 
57602,,8940,,724555396, 
57623,,8940,,925729058, 
57637,,8940,,553855573, 
57652,,8940,,047711719, 
57669,,8940,,230760868, 
57685,,8940,,834625114, 
57700,,8940,,565244944, 
57717,,8756,,3325RA,Outpatient Facility
57735,,8940,,522996159, 
57750,,8940,,446478893, 
57764,,8940,,232043913, 
57778,,8940,,714320076, 
57797,,8717,,10136G,Inpatient Facility
57812,,8940,,222062384, 
57830,,8940,,538488031, 
57844,,8940,,302862158, 
57859,,8940,,504177975, 
57876,,8940,,389523491, 
57892,,8940,,728188628, 
57909,,8940,,275903755, 
57925,,8940,,139509392, 
57941,,8940,,830325389, 
57955,,8940,,520916336, 
57974,,8940,,182300403, 
57990,,8940,,179493244, 
58005,,8940,,547195175, 
58019,,8940,,510997097, 
58038,,8940,,895147562, 
58052,,8940,,002558186, 
58070,,8940,,004056433, 
58084,,8940,,295723317, 
58100,,8940,,138725534, 
58118,,8940,,319213526, 
58133,,8756,,5013GC,Outpatient Facility
58149,,8940,,451801102, 
58164,,8940,,724275772, 
58180,,8940,,032349648, 
58197,,8940,,493097244, 
58214,,8940,,882214506, 
58231,,8940,,253448436, 
58244,,8940,,706372294, 
58260,,8940,,114066579, 
58278,,8940,,558845332, 
58293,,8940,,339844244, 
58307,,8940,,566962578, 
58325,,8940,,195093844, 
58339,,8940,,847345517, 
58355,,8940,,001123120, 
58371,,8940,,527284480, 
58388,,8940,,129268299, 
58404,,8940,,504930433, 
58421,,8940,,068682055, 
58437,,8940,,879023933, 
58453,,8940,,737623407, 
58470,,8940,,786516005, 
58482,,8940,,829528299, 
58499,,8940,,042134577, 
58515,,8756,,2613UC,Outpatient Facility
58533,,8940,,107038402, 
58548,,8940,,091846804, 
58565,,8940,,834740368, 
58581,,8940,,308005136, 
58596,,8940,,387357851, 
58614,,8940,,697056744, 
58629,,8940,,849984402, 
58646,,8940,,337616131, 
58660,,8940,,418777991, 
58675,,8940,,130624768, 
58693,,8940,,078299865, 
58708,,8940,,005732446, 
58727,,8940,,359401970, 
58740,,8940,,006843059, 
58755,,8940,,625532795, 
58772,,8940,,843457883, 
58787,,8940,,261513812, 
58806,,8940,,182704335, 
58820,,8940,,138946621, 
58835,,8940,,341116758, 
58855,,8940,,712799385, 
58866,,8940,,741444128, 
58885,,8940,,354105776, 
58901,,8940,,202150666, 
58918,,8940,,716743877, 
58931,,8940,,511938913, 
58948,,8940,,252581041, 
58965,,8940,,101287336, 
58981,,8940,,450442224, 
58996,,8756,,1613QV,Outpatient Facility
59014,,8940,,129145855, 
59028,,8940,,988204335, 
59044,,8940,,025000471, 
59059,,8940,,566039514, 
59078,,8940,,663723991, 
59093,,8940,,754731035, 
59110,,8940,,523558156, 
59125,,8940,,705286066, 
59139,,8940,,572312782, 
59158,,8940,,965668484, 
59172,,8940,,457055218, 
59187,,8940,,989220210, 
59202,,8940,,225102978, 
59222,,8940,,842612454, 
59236,,8940,,566851780, 
59253,,8940,,149857393, 
59266,,8940,,790882341, 
59285,,8940,,724357122, 
59300,,8940,,683731068, 
59315,,8940,,118775639, 
59332,,8940,,888426209, 
59347,,8940,,189798234, 
59366,,8940,,639038119, 
59380,,8940,,841187466, 
59397,,8940,,671785493, 
59413,,8940,,669415579, 
59428,,8940,,791513037, 
59446,,8940,,512091753, 
59460,,8940,,277401186, 
59476,,8756,,31256C,Outpatient Facility
59493,,8940,,313293865, 
59507,,8940,,700475549, 
59524,,8940,,355090956, 
59540,,8940,,828295873, 
59556,,8756,,2625JG,Outpatient Facility
59571,,8940,,540327797, 
59588,,8940,,099651186, 
59606,,8940,,087842046, 
59623,,8940,,815585711, 
59638,,8940,,304171859, 
59651,,8940,,931365051, 
59666,,8940,,608093033, 
59687,,8940,,798334225, 
59699,,8940,,713472072, 
59716,,8940,,150019905, 
59732,,8756,,3913UR,Outpatient Facility
59751,,8756,,1865MQ,Outpatient Facility
59762,,8940,,100873876, 
59777,,8940,,044898736, 
59795,,8940,,255814003, 
59814,,8940,,453552923, 
59829,,8717,,3300PU,Inpatient Facility
59844,,8940,,263073519, 
59861,,8940,,765902060, 
59877,,8940,,371775893, 
59893,,8940,,007150496, 
59906,,8940,,039559035, 
59924,,8940,,930467654, 
59941,,8940,,692030028, 
59957,,8940,,043443284, 
59974,,8717,,07S0YT,Inpatient Facility
59987,,8940,,602823887, 
60005,,8940,,673914658, 
60019,,8940,,500198152, 
60038,,8940,,430444442, 
60055,,8940,,981394853, 
60071,,8940,,266494273, 
60084,,8940,,786837538, 
60103,,8940,,618773026, 
60115,,8940,,292389900, 
60133,,8940,,305712878, 
60147,,8940,,172186926, 
60163,,8940,,943220317, 
60184,,8940,,163920491, 
60195,,8940,,435481897, 
60215,,8940,,982009801, 
60230,,8940,,746783344, 
60248,,8940,,228299424, 
60259,,8940,,657003543, 
60275,,8940,,989608636, 
60290,,8940,,476426068, 
60309,,8940,,733188109, 
60323,,8940,,368013191, 
60341,,8940,,240171837, 
60355,,8940,,564746894, 
60374,,8940,,547773440, 
60387,,8940,,137966365, 
60404,,8940,,273272063, 
60419,,8940,,416864737, 
60434,,8940,,295639946, 
60454,,8940,,167463221, 
60468,,8940,,997869917, 
60486,,8717,,30S0SV,Inpatient Facility
60499,,8940,,998129782, 
60517,,8940,,382269112, 
60533,,8940,,026130517, 
60548,,8940,,502969260, 
60564,,8940,,049960685, 
60581,,8940,,599858072, 
60596,,8940,,226468415, 
60614,,8940,,032262570, 
60630,,8940,,687088171, 
60645,,8940,,797205681, 
60662,,8940,,990880425, 
60676,,8940,,485157493, 
60691,,8756,,4506DG,Outpatient Facility
60709,,8940,,016399438, 
60726,,8940,,070282584, 
60741,,8940,,668167198, 
60755,,8940,,869509416, 
60771,,8940,,297293371, 
60788,,8940,,087620633, 
60805,,8940,,010213901, 
60819,,8940,,688892983, 
60838,,8940,,404250176, 
60853,,8940,,189239645, 
60870,,8940,,998087740, 
60884,,8940,,687794364, 
60900,,8940,,017001218, 
60916,,8940,,327765766, 
60930,,8940,,631237477, 
60950,,8940,,660196982, 
60967,,8940,,294691174, 
60980,,8940,,126950550, 
60995,,8940,,418795971, 
61013,,8940,,858272927, 
61028,,8940,,696136992, 
61045,,8940,,151115672, 
61058,,8940,,444687397, 
61077,,8940,,989453558, 
61091,,8940,,037774339, 
61111,,8940,,988175601, 
61125,,8940,,841790531, 
61142,,8940,,988110955, 
61156,,8940,,696756416, 
61173,,8940,,544870726, 
61188,,8940,,957316527, 
61204,,8940,,743216128, 
61223,,8940,,826712177, 
61237,,8940,,636055855, 
61254,,8940,,233479498, 
61268,,8940,,864035082, 
61283,,8940,,052757733, 
61298,,8940,,343107105, 
61318,,8756,,2325RQ,Outpatient Facility
61332,,8940,,717424081, 
61347,,8940,,373683401, 
61363,,8940,,979021315, 
61381,,8940,,898332248, 
61395,,8940,,001010743, 
61413,,8940,,276118166, 
61428,,8940,,275820599, 
61445,,8940,,185129699, 
61460,,8756,,2413DT,Outpatient Facility
61477,,8940,,752972651, 
61493,,8940,,550498064, 
61508,,8940,,858268388, 
61524,,8940,,257537687, 
61540,,8940,,606178786, 
61558,,8940,,993118799, 
61574,,8940,,336119713, 
61590,,8940,,839299873, 
61604,,8940,,401298498, 
61619,,8940,,486422903, 
61636,,8940,,367795652, 
61654,,8940,,857811644, 
61667,,8940,,849591404, 
61682,,8940,,553470813, 
61700,,8940,,731848221, 
61717,,8940,,244749427, 
61730,,8940,,962379699, 
61748,,8940,,989119548, 
61764,,8940,,836673684, 
61778,,8940,,892072617, 
61797,,8940,,229130658, 
61811,,8940,,885366974, 
61828,,8940,,757765917, 
61845,,8940,,241396272, 
61860,,8940,,007804282, 
61875,,8940,,929391719, 
61892,,8940,,269981791, 
61908,,8940,,858807640, 
61926,,8940,,584613780, 
61938,,8940,,960644811, 
61956,,8940,,925850214, 
61970,,8940,,457660801, 
61988,,8940,,504612196, 
62004,,8940,,743747273, 
62021,,8940,,848090888, 
62037,,8940,,859481332, 
62053,,8940,,552900725, 
62069,,8940,,894090108, 
62084,,8940,,202208829, 
62102,,8940,,192320259, 
62117,,8940,,223963403, 
62132,,8940,,188135277, 
62147,,8940,,526158533, 
62166,,8940,,174260896, 
62182,,8940,,583645630, 
62197,,8940,,746946705, 
62210,,8940,,394321744, 
62229,,8940,,187096147, 
62244,,8940,,398527759, 
62262,,8940,,344536910, 
62275,,8940,,061539243, 
62290,,8940,,836214075, 
62310,,8940,,806636049, 
62326,,8940,,936438998, 
62341,,8940,,429950820, 
62356,,8940,,731369288, 
62372,,8717,,2300MD,Inpatient Facility
62389,,8940,,776886984, 
62406,,8940,,208222231, 
62420,,8940,,327213444, 
62438,,8940,,759671865, 
62453,,8940,,309689161, 
62467,,8940,,886490399, 
62486,,8940,,269176603, 
62503,,8940,,693809984, 
62518,,8940,,141162303, 
62532,,8940,,347806664, 
62549,,8940,,683620534, 
62565,,8940,,385885963, 
62582,,8940,,415808717, 
62596,,8940,,291004862, 
62613,,8940,,349934263, 
62629,,8940,,088073498, 
62644,,8940,,927969198, 
62660,,8940,,281360098, 
62680,,8940,,646510386, 
62693,,8940,,756094030, 
62709,,8940,,415665786, 
62724,,8940,,392722771, 
62740,,8940,,351870175, 
62756,,8940,,951838761, 
62775,,8940,,440502021, 
62786,,8940,,174480721, 
62805,,8940,,982533880, 
62820,,8940,,048742112, 
62837,,8940,,973821881, 
62850,,8940,,095387054, 
62869,,8940,,031581837, 
62882,,8940,,459143513, 
62902,,8940,,744477580, 
62918,,8940,,774985696, 
62932,,8756,,1801UH,Outpatient Facility
62948,,8940,,738170661, 
62967,,8940,,377250932, 
62981,,8940,,608862694, 
62997,,8940,,672182428, 
63012,,8940,,533454527, 
63027,,8940,,644493302, 
63045,,8940,,208385087, 
63062,,8940,,572557370, 
63078,,8940,,279185896, 
63092,,8940,,389351916, 
63108,,8940,,425262355, 
63125,,8940,,767624443, 
63140,,8940,,413040355, 
63157,,8940,,249452181, 
63172,,8940,,594906744, 
63188,,8940,,042984224, 
63203,,8756,,48QBWD,Outpatient Facility
63220,,8940,,201156881, 
63236,,8940,,970273053, 
63253,,8940,,302584674, 
63268,,8940,,566789196, 
63285,,8940,,842255869, 
63302,,8940,,109178118, 
63317,,8940,,582580709, 
63335,,8940,,173788623, 
63349,,8940,,724087813, 
63366,,8940,,945228148, 
63380,,8940,,161790358, 
63398,,8940,,111797447, 
63413,,8940,,685636523, 
63430,,8940,,174582550, 
63446,,8940,,655791002, 
63459,,8940,,878919741, 
63475,,8940,,620583896, 
63493,,8940,,305729908, 
63509,,8940,,473131594, 
63526,,8940,,594297973, 
63541,,8940,,112631084, 
63557,,8940,,843308392, 
63575,,8940,,217960495, 
63591,,8756,,1925UK,Outpatient Facility
63603,,8940,,297844264, 
63621,,8756,,1525XA,Outpatient Facility
63636,,8940,,208459869, 
63653,,8940,,301198503, 
63667,,8940,,534177235, 
63685,,8940,,553244130, 
63700,,8940,,366776693, 
63716,,8940,,522867679, 
63732,,8940,,623976621, 
63747,,8940,,693696708, 
63764,,8940,,260487039, 
63779,,8940,,979957135, 
63798,,8940,,627228803, 
63814,,8940,,332806643, 
63829,,8940,,252002718, 
63844,,8940,,603971148, 
63859,,8940,,166307424, 
63876,,8940,,790214478, 
